Entity,Code,Day,people_vaccinated
United States,USA,2021-03-10,62451150
United States,USA,2021-03-11,64071674
United States,USA,2021-03-12,65965305
United States,USA,2021-03-13,68884011
United States,USA,2021-03-14,69784210
United States,USA,2021-03-15,71054445
United States,USA,2021-03-16,72135616
United States,USA,2021-03-17,73669956
United States,USA,2021-03-18,75495716
United States,USA,2021-03-19,77230061
United States,USA,2021-03-20,79367225
United States,USA,2021-03-21,81415769
United States,USA,2021-03-22,82772416
United States,USA,2021-03-23,83930495
United States,USA,2021-03-24,85472166
United States,USA,2021-03-25,87343622
United States,USA,2021-03-26,89559225
United States,USA,2021-03-27,91707729
United States,USA,2021-03-28,93631163
United States,USA,2021-03-29,95015762
United States,USA,2021-03-30,96044046
United States,USA,2021-03-31,97593290
United States,USA,2021-04-01,99565311
United States,USA,2021-04-02,101804762
United States,USA,2021-04-03,104213478
United States,USA,2021-04-04,106214924
Utah,,2021-01-12,90613
Utah,,2021-01-13,98010
Utah,,2021-01-14,103833
Utah,,2021-01-15,114504
Utah,,2021-01-19,144056
Utah,,2021-01-20,159814
Utah,,2021-01-21,166334
Utah,,2021-01-22,175364
Utah,,2021-01-23,175364
Utah,,2021-01-24,175364
Utah,,2021-01-25,195221
Utah,,2021-01-26,196507
Utah,,2021-01-27,201134
Utah,,2021-01-28,201134
Utah,,2021-01-29,219468
Utah,,2021-01-30,227616
Utah,,2021-01-31,227616
Utah,,2021-02-01,244613
Utah,,2021-02-02,245534
Utah,,2021-02-03,245534
Utah,,2021-02-04,258569
Utah,,2021-02-05,271345
Utah,,2021-02-06,284458
Utah,,2021-02-07,284458
Utah,,2021-02-08,304991
Utah,,2021-02-09,307059
Utah,,2021-02-10,307059
Utah,,2021-02-11,307059
Utah,,2021-02-12,307059
Utah,,2021-02-13,307059
Utah,,2021-02-14,307059
Utah,,2021-02-16,314844
Utah,,2021-02-17,314844
Utah,,2021-02-18,322861
Utah,,2021-02-19,343017
Utah,,2021-02-20,356046
Utah,,2021-02-21,356371
Utah,,2021-02-22,356333
Utah,,2021-02-23,356473
Utah,,2021-02-24,363912
Utah,,2021-02-25,378021
Utah,,2021-02-26,378359
Utah,,2021-02-27,391510
Utah,,2021-02-28,391851
Utah,,2021-03-01,391925
Utah,,2021-03-02,406252
Utah,,2021-03-03,422402
Utah,,2021-03-04,422649
Utah,,2021-03-05,456278
Utah,,2021-03-06,482088
Utah,,2021-03-07,482511
Utah,,2021-03-08,483105
Utah,,2021-03-09,512666
Utah,,2021-03-10,529210
Utah,,2021-03-11,529682
Utah,,2021-03-12,562291
Utah,,2021-03-13,587893
Utah,,2021-03-14,611477
Utah,,2021-03-15,612437
Utah,,2021-03-16,626747
Utah,,2021-03-17,639360
Utah,,2021-03-18,649591
Utah,,2021-03-19,649947
Utah,,2021-03-20,650394
Utah,,2021-03-21,696065
Utah,,2021-03-22,696212
Utah,,2021-03-23,709295
Utah,,2021-03-24,722387
Utah,,2021-03-25,744143
Utah,,2021-03-26,744430
Utah,,2021-03-27,783522
Utah,,2021-03-28,783973
Utah,,2021-03-29,784153
Utah,,2021-03-30,813926
Utah,,2021-03-31,814168
Utah,,2021-04-01,849691
Utah,,2021-04-02,849980
Utah,,2021-04-03,898948
Utah,,2021-04-04,899434
Vermont,,2021-01-14,26603
Vermont,,2021-01-15,28355
Vermont,,2021-01-19,34427
Vermont,,2021-01-20,34607
Vermont,,2021-01-21,36233
Vermont,,2021-01-22,38432
Vermont,,2021-01-23,40484
Vermont,,2021-01-24,41950
Vermont,,2021-01-25,43356
Vermont,,2021-01-26,43994
Vermont,,2021-01-27,44498
Vermont,,2021-01-28,46376
Vermont,,2021-01-29,47485
Vermont,,2021-01-30,48473
Vermont,,2021-01-31,50571
Vermont,,2021-02-01,53967
Vermont,,2021-02-02,54994
Vermont,,2021-02-03,55357
Vermont,,2021-02-04,56221
Vermont,,2021-02-05,57432
Vermont,,2021-02-06,58637
Vermont,,2021-02-07,60863
Vermont,,2021-02-08,63024
Vermont,,2021-02-09,64864
Vermont,,2021-02-10,65577
Vermont,,2021-02-11,67024
Vermont,,2021-02-12,68654
Vermont,,2021-02-13,70351
Vermont,,2021-02-14,73105
Vermont,,2021-02-16,78022
Vermont,,2021-02-17,78816
Vermont,,2021-02-18,79606
Vermont,,2021-02-19,86590
Vermont,,2021-02-20,88826
Vermont,,2021-02-21,91923
Vermont,,2021-02-22,92323
Vermont,,2021-02-23,94054
Vermont,,2021-02-24,94866
Vermont,,2021-02-25,96318
Vermont,,2021-02-26,98746
Vermont,,2021-02-27,101529
Vermont,,2021-02-28,104583
Vermont,,2021-03-01,107238
Vermont,,2021-03-02,109213
Vermont,,2021-03-03,110313
Vermont,,2021-03-04,111890
Vermont,,2021-03-05,114893
Vermont,,2021-03-06,118292
Vermont,,2021-03-07,122891
Vermont,,2021-03-08,126974
Vermont,,2021-03-09,130466
Vermont,,2021-03-10,132811
Vermont,,2021-03-11,135916
Vermont,,2021-03-12,139766
Vermont,,2021-03-13,149120
Vermont,,2021-03-14,149158
Vermont,,2021-03-15,153973
Vermont,,2021-03-16,156682
Vermont,,2021-03-17,158711
Vermont,,2021-03-18,162595
Vermont,,2021-03-19,167409
Vermont,,2021-03-20,172303
Vermont,,2021-03-21,177451
Vermont,,2021-03-22,179725
Vermont,,2021-03-23,183362
Vermont,,2021-03-24,185840
Vermont,,2021-03-25,188433
Vermont,,2021-03-26,192146
Vermont,,2021-03-27,196126
Vermont,,2021-03-28,199645
Vermont,,2021-03-29,203266
Vermont,,2021-03-30,206956
Vermont,,2021-03-31,209145
Vermont,,2021-04-01,212105
Vermont,,2021-04-02,216254
Vermont,,2021-04-03,226900
Vermont,,2021-04-04,227068
Veterans Health,,2021-01-12,207449
Veterans Health,,2021-01-13,227886
Veterans Health,,2021-01-14,252993
Veterans Health,,2021-01-15,280461
Veterans Health,,2021-01-19,372382
Veterans Health,,2021-01-20,387870
Veterans Health,,2021-01-21,463738
Veterans Health,,2021-01-22,497096
Veterans Health,,2021-01-23,529784
Veterans Health,,2021-01-24,564247
Veterans Health,,2021-01-25,600685
Veterans Health,,2021-01-26,600904
Veterans Health,,2021-01-27,626115
Veterans Health,,2021-01-28,655236
Veterans Health,,2021-01-29,688872
Veterans Health,,2021-01-30,721252
Veterans Health,,2021-01-31,754720
Veterans Health,,2021-02-01,781179
Veterans Health,,2021-02-02,789785
Veterans Health,,2021-02-03,813455
Veterans Health,,2021-02-04,816665
Veterans Health,,2021-02-05,847699
Veterans Health,,2021-02-06,876409
Veterans Health,,2021-02-07,927688
Veterans Health,,2021-02-08,952628
Veterans Health,,2021-02-09,958539
Veterans Health,,2021-02-10,988979
Veterans Health,,2021-02-11,1020271
Veterans Health,,2021-02-12,1056801
Veterans Health,,2021-02-13,1091919
Veterans Health,,2021-02-14,1146573
Veterans Health,,2021-02-16,1211927
Veterans Health,,2021-02-17,1230159
Veterans Health,,2021-02-18,1251428
Veterans Health,,2021-02-19,1268720
Veterans Health,,2021-02-20,1289839
Veterans Health,,2021-02-21,1310255
Veterans Health,,2021-02-22,1328177
Veterans Health,,2021-02-23,1345116
Veterans Health,,2021-02-24,1358289
Veterans Health,,2021-02-25,1377608
Veterans Health,,2021-02-26,1397648
Veterans Health,,2021-02-27,1461294
Veterans Health,,2021-02-28,1497145
Veterans Health,,2021-03-01,1532520
Veterans Health,,2021-03-02,1540721
Veterans Health,,2021-03-03,1565132
Veterans Health,,2021-03-04,1595222
Veterans Health,,2021-03-05,1628955
Veterans Health,,2021-03-06,1665682
Veterans Health,,2021-03-07,1702139
Veterans Health,,2021-03-08,1733048
Veterans Health,,2021-03-09,1738461
Veterans Health,,2021-03-10,1769177
Veterans Health,,2021-03-11,1804344
Veterans Health,,2021-03-12,1843615
Veterans Health,,2021-03-13,1916934
Veterans Health,,2021-03-14,1917144
Veterans Health,,2021-03-15,1946429
Veterans Health,,2021-03-16,1950172
Veterans Health,,2021-03-17,1975898
Veterans Health,,2021-03-18,2007722
Veterans Health,,2021-03-19,2040715
Veterans Health,,2021-03-20,2073936
Veterans Health,,2021-03-21,2108070
Veterans Health,,2021-03-22,2138364
Veterans Health,,2021-03-23,2142795
Veterans Health,,2021-03-24,2164918
Veterans Health,,2021-03-25,2190679
Veterans Health,,2021-03-26,2217967
Veterans Health,,2021-03-27,2245499
Veterans Health,,2021-03-28,2272856
Veterans Health,,2021-03-29,2297542
Veterans Health,,2021-03-30,2299587
Veterans Health,,2021-03-31,2318323
Veterans Health,,2021-04-01,2339538
Veterans Health,,2021-04-02,2361187
Veterans Health,,2021-04-03,2384487
Veterans Health,,2021-04-04,2406559
Virgin Islands,,2021-01-14,1267
Virgin Islands,,2021-01-15,1474
Virgin Islands,,2021-01-19,1970
Virgin Islands,,2021-01-20,2178
Virgin Islands,,2021-01-21,2450
Virgin Islands,,2021-01-22,2703
Virgin Islands,,2021-01-23,2946
Virgin Islands,,2021-01-24,2969
Virgin Islands,,2021-01-25,2984
Virgin Islands,,2021-01-26,3251
Virgin Islands,,2021-01-27,3538
Virgin Islands,,2021-01-28,3901
Virgin Islands,,2021-01-29,4367
Virgin Islands,,2021-01-30,4898
Virgin Islands,,2021-01-31,4920
Virgin Islands,,2021-02-01,5026
Virgin Islands,,2021-02-02,5447
Virgin Islands,,2021-02-03,5906
Virgin Islands,,2021-02-04,6237
Virgin Islands,,2021-02-05,6673
Virgin Islands,,2021-02-06,6961
Virgin Islands,,2021-02-07,6972
Virgin Islands,,2021-02-08,7014
Virgin Islands,,2021-02-09,7313
Virgin Islands,,2021-02-10,7762
Virgin Islands,,2021-02-11,8039
Virgin Islands,,2021-02-12,8404
Virgin Islands,,2021-02-13,8649
Virgin Islands,,2021-02-14,8730
Virgin Islands,,2021-02-16,8806
Virgin Islands,,2021-02-17,9302
Virgin Islands,,2021-02-18,9473
Virgin Islands,,2021-02-19,10399
Virgin Islands,,2021-02-20,11041
Virgin Islands,,2021-02-21,11244
Virgin Islands,,2021-02-22,11027
Virgin Islands,,2021-02-23,11434
Virgin Islands,,2021-02-24,11702
Virgin Islands,,2021-02-25,11874
Virgin Islands,,2021-02-26,12363
Virgin Islands,,2021-02-27,12495
Virgin Islands,,2021-02-28,12681
Virgin Islands,,2021-03-01,12685
Virgin Islands,,2021-03-02,12831
Virgin Islands,,2021-03-03,13044
Virgin Islands,,2021-03-04,14123
Virgin Islands,,2021-03-05,14581
Virgin Islands,,2021-03-06,15032
Virgin Islands,,2021-03-07,15047
Virgin Islands,,2021-03-08,15049
Virgin Islands,,2021-03-09,15591
Virgin Islands,,2021-03-10,16194
Virgin Islands,,2021-03-11,16683
Virgin Islands,,2021-03-12,17254
Virgin Islands,,2021-03-13,17902
Virgin Islands,,2021-03-14,17923
Virgin Islands,,2021-03-15,17930
Virgin Islands,,2021-03-16,18541
Virgin Islands,,2021-03-17,19203
Virgin Islands,,2021-03-18,19674
Virgin Islands,,2021-03-19,20173
Virgin Islands,,2021-03-20,20669
Virgin Islands,,2021-03-21,20698
Virgin Islands,,2021-03-22,20720
Virgin Islands,,2021-03-23,21238
Virgin Islands,,2021-03-24,21824
Virgin Islands,,2021-03-25,22554
Virgin Islands,,2021-03-26,22961
Virgin Islands,,2021-03-27,23450
Virgin Islands,,2021-03-28,23731
Virgin Islands,,2021-03-29,23754
Virgin Islands,,2021-03-30,24315
Virgin Islands,,2021-03-31,24921
Virgin Islands,,2021-04-01,25494
Virgin Islands,,2021-04-02,25870
Virgin Islands,,2021-04-03,26013
Virgin Islands,,2021-04-04,26021
Virginia,,2021-01-14,192918
Virginia,,2021-01-15,214732
Virginia,,2021-01-19,290146
Virginia,,2021-01-20,304160
Virginia,,2021-01-21,320175
Virginia,,2021-01-22,353808
Virginia,,2021-01-23,376378
Virginia,,2021-01-24,393127
Virginia,,2021-01-25,415684
Virginia,,2021-01-26,497055
Virginia,,2021-01-27,524196
Virginia,,2021-01-28,552909
Virginia,,2021-01-29,598853
Virginia,,2021-01-30,648378
Virginia,,2021-01-31,687883
Virginia,,2021-02-01,718113
Virginia,,2021-02-02,742017
Virginia,,2021-02-03,757544
Virginia,,2021-02-04,774590
Virginia,,2021-02-05,805624
Virginia,,2021-02-06,842587
Virginia,,2021-02-07,875842
Virginia,,2021-02-08,897049
Virginia,,2021-02-09,912014
Virginia,,2021-02-10,925586
Virginia,,2021-02-11,945182
Virginia,,2021-02-12,971199
Virginia,,2021-02-13,993156
Virginia,,2021-02-14,1004422
Virginia,,2021-02-16,1046408
Virginia,,2021-02-17,1060294
Virginia,,2021-02-18,1076555
Virginia,,2021-02-19,1154362
Virginia,,2021-02-20,1162487
Virginia,,2021-02-21,1172647
Virginia,,2021-02-22,1192485
Virginia,,2021-02-23,1206552
Virginia,,2021-02-24,1222818
Virginia,,2021-02-25,1239868
Virginia,,2021-02-26,1267905
Virginia,,2021-02-27,1316987
Virginia,,2021-02-28,1349077
Virginia,,2021-03-01,1379963
Virginia,,2021-03-02,1402684
Virginia,,2021-03-03,1431797
Virginia,,2021-03-04,1469462
Virginia,,2021-03-05,1503158
Virginia,,2021-03-06,1533362
Virginia,,2021-03-07,1567671
Virginia,,2021-03-08,1591745
Virginia,,2021-03-09,1642937
Virginia,,2021-03-10,1684219
Virginia,,2021-03-11,1730680
Virginia,,2021-03-12,1776967
Virginia,,2021-03-13,1827363
Virginia,,2021-03-14,1872241
Virginia,,2021-03-15,1913741
Virginia,,2021-03-16,1938252
Virginia,,2021-03-17,1968155
Virginia,,2021-03-18,2015460
Virginia,,2021-03-19,2068249
Virginia,,2021-03-20,2128858
Virginia,,2021-03-21,2174085
Virginia,,2021-03-22,2204874
Virginia,,2021-03-23,2223428
Virginia,,2021-03-24,2279224
Virginia,,2021-03-25,2321609
Virginia,,2021-03-26,2379184
Virginia,,2021-03-27,2417271
Virginia,,2021-03-28,2493161
Virginia,,2021-03-29,2553135
Virginia,,2021-03-30,2620816
Virginia,,2021-03-31,2671921
Virginia,,2021-04-01,2725247
Virginia,,2021-04-02,2796842
Virginia,,2021-04-03,2872684
Virginia,,2021-04-04,2943103
Washington,,2021-01-12,162105
Washington,,2021-01-13,169650
Washington,,2021-01-14,187450
Washington,,2021-01-15,200682
Washington,,2021-01-19,265507
Washington,,2021-01-20,286500
Washington,,2021-01-21,306942
Washington,,2021-01-22,330357
Washington,,2021-01-23,359217
Washington,,2021-01-24,370231
Washington,,2021-01-25,404326
Washington,,2021-01-26,420728
Washington,,2021-01-27,441895
Washington,,2021-01-28,468528
Washington,,2021-01-29,496008
Washington,,2021-01-30,524466
Washington,,2021-01-31,555505
Washington,,2021-02-01,582420
Washington,,2021-02-02,599313
Washington,,2021-02-03,616340
Washington,,2021-02-04,637940
Washington,,2021-02-05,658508
Washington,,2021-02-06,684484
Washington,,2021-02-07,709023
Washington,,2021-02-08,731739
Washington,,2021-02-09,740234
Washington,,2021-02-10,780179
Washington,,2021-02-11,797359
Washington,,2021-02-12,819728
Washington,,2021-02-13,844801
Washington,,2021-02-14,870853
Washington,,2021-02-16,890282
Washington,,2021-02-17,898805
Washington,,2021-02-18,914138
Washington,,2021-02-19,982469
Washington,,2021-02-20,1001775
Washington,,2021-02-21,1016677
Washington,,2021-02-22,1030812
Washington,,2021-02-23,1036564
Washington,,2021-02-24,1045186
Washington,,2021-02-25,1063637
Washington,,2021-02-26,1081544
Washington,,2021-02-27,1105687
Washington,,2021-02-28,1134837
Washington,,2021-03-01,1166618
Washington,,2021-03-02,1186560
Washington,,2021-03-03,1210794
Washington,,2021-03-04,1243596
Washington,,2021-03-05,1276221
Washington,,2021-03-06,1321095
Washington,,2021-03-07,1367009
Washington,,2021-03-08,1411252
Washington,,2021-03-09,1437268
Washington,,2021-03-10,1469986
Washington,,2021-03-11,1515461
Washington,,2021-03-12,1555378
Washington,,2021-03-13,1597377
Washington,,2021-03-14,1638176
Washington,,2021-03-15,1686163
Washington,,2021-03-16,1714661
Washington,,2021-03-17,1742242
Washington,,2021-03-18,1776669
Washington,,2021-03-19,1816100
Washington,,2021-03-20,1858543
Washington,,2021-03-21,1915110
Washington,,2021-03-22,1968308
Washington,,2021-03-23,1982908
Washington,,2021-03-24,2008970
Washington,,2021-03-25,2046826
Washington,,2021-03-26,2097456
Washington,,2021-03-27,2142877
Washington,,2021-03-28,2188808
Washington,,2021-03-29,2232951
Washington,,2021-03-30,2250118
Washington,,2021-03-31,2272698
Washington,,2021-04-01,2309959
Washington,,2021-04-02,2358001
Washington,,2021-04-03,2409702
Washington,,2021-04-04,2464825
West Virginia,,2021-01-14,99061
West Virginia,,2021-01-15,113034
West Virginia,,2021-01-19,128923
West Virginia,,2021-01-20,132929
West Virginia,,2021-01-21,135950
West Virginia,,2021-01-22,145361
West Virginia,,2021-01-23,156854
West Virginia,,2021-01-24,163801
West Virginia,,2021-01-25,164528
West Virginia,,2021-01-26,167660
West Virginia,,2021-01-27,169671
West Virginia,,2021-01-28,173750
West Virginia,,2021-01-29,181839
West Virginia,,2021-01-30,191225
West Virginia,,2021-01-31,192580
West Virginia,,2021-02-01,192951
West Virginia,,2021-02-02,194301
West Virginia,,2021-02-03,195200
West Virginia,,2021-02-04,197939
West Virginia,,2021-02-05,203731
West Virginia,,2021-02-06,214301
West Virginia,,2021-02-07,217613
West Virginia,,2021-02-08,218266
West Virginia,,2021-02-09,219723
West Virginia,,2021-02-10,222233
West Virginia,,2021-02-11,226323
West Virginia,,2021-02-12,230596
West Virginia,,2021-02-13,242233
West Virginia,,2021-02-14,247689
West Virginia,,2021-02-16,250814
West Virginia,,2021-02-17,251627
West Virginia,,2021-02-18,254778
West Virginia,,2021-02-19,279255
West Virginia,,2021-02-20,288262
West Virginia,,2021-02-21,290411
West Virginia,,2021-02-22,286014
West Virginia,,2021-02-23,288630
West Virginia,,2021-02-24,290180
West Virginia,,2021-02-25,294794
West Virginia,,2021-02-26,302863
West Virginia,,2021-02-27,314571
West Virginia,,2021-02-28,317008
West Virginia,,2021-03-01,318168
West Virginia,,2021-03-02,319813
West Virginia,,2021-03-03,322461
West Virginia,,2021-03-04,330737
West Virginia,,2021-03-05,345274
West Virginia,,2021-03-06,358305
West Virginia,,2021-03-07,363429
West Virginia,,2021-03-08,363952
West Virginia,,2021-03-09,367001
West Virginia,,2021-03-10,370361
West Virginia,,2021-03-11,379579
West Virginia,,2021-03-12,397640
West Virginia,,2021-03-13,414266
West Virginia,,2021-03-14,417836
West Virginia,,2021-03-15,418889
West Virginia,,2021-03-16,421226
West Virginia,,2021-03-17,426168
West Virginia,,2021-03-18,435450
West Virginia,,2021-03-19,450766
West Virginia,,2021-03-20,467091
West Virginia,,2021-03-21,473087
West Virginia,,2021-03-22,474100
West Virginia,,2021-03-23,477015
West Virginia,,2021-03-24,482432
West Virginia,,2021-03-25,489826
West Virginia,,2021-03-26,501565
West Virginia,,2021-03-27,516309
West Virginia,,2021-03-28,524381
West Virginia,,2021-03-29,525033
West Virginia,,2021-03-30,530858
West Virginia,,2021-03-31,537000
West Virginia,,2021-04-01,547917
West Virginia,,2021-04-02,557107
West Virginia,,2021-04-03,566647
West Virginia,,2021-04-04,569122
Wisconsin,,2021-01-12,125895
Wisconsin,,2021-01-13,125895
Wisconsin,,2021-01-14,135841
Wisconsin,,2021-01-15,151387
Wisconsin,,2021-01-19,188144
Wisconsin,,2021-01-20,193461
Wisconsin,,2021-01-21,204746
Wisconsin,,2021-01-22,221067
Wisconsin,,2021-01-23,241512
Wisconsin,,2021-01-24,260664
Wisconsin,,2021-01-25,266481
Wisconsin,,2021-01-26,268091
Wisconsin,,2021-01-27,281166
Wisconsin,,2021-01-28,302339
Wisconsin,,2021-01-29,339296
Wisconsin,,2021-01-30,375931
Wisconsin,,2021-01-31,409614
Wisconsin,,2021-02-01,429609
Wisconsin,,2021-02-02,437456
Wisconsin,,2021-02-03,457768
Wisconsin,,2021-02-04,458321
Wisconsin,,2021-02-05,491942
Wisconsin,,2021-02-06,521331
Wisconsin,,2021-02-07,581413
Wisconsin,,2021-02-08,595912
Wisconsin,,2021-02-09,600268
Wisconsin,,2021-02-10,619711
Wisconsin,,2021-02-11,640058
Wisconsin,,2021-02-12,664353
Wisconsin,,2021-02-13,689583
Wisconsin,,2021-02-14,709908
Wisconsin,,2021-02-16,736864
Wisconsin,,2021-02-17,748247
Wisconsin,,2021-02-18,762117
Wisconsin,,2021-02-19,818760
Wisconsin,,2021-02-20,841506
Wisconsin,,2021-02-21,858185
Wisconsin,,2021-02-22,869308
Wisconsin,,2021-02-23,872043
Wisconsin,,2021-02-24,880148
Wisconsin,,2021-02-25,891185
Wisconsin,,2021-02-26,909389
Wisconsin,,2021-02-27,937388
Wisconsin,,2021-02-28,958333
Wisconsin,,2021-03-01,971107
Wisconsin,,2021-03-02,984053
Wisconsin,,2021-03-03,1001656
Wisconsin,,2021-03-04,1024560
Wisconsin,,2021-03-05,1059657
Wisconsin,,2021-03-06,1098730
Wisconsin,,2021-03-07,1128307
Wisconsin,,2021-03-08,1150440
Wisconsin,,2021-03-09,1155268
Wisconsin,,2021-03-10,1171932
Wisconsin,,2021-03-11,1199903
Wisconsin,,2021-03-12,1240451
Wisconsin,,2021-03-13,1323842
Wisconsin,,2021-03-14,1324859
Wisconsin,,2021-03-15,1346547
Wisconsin,,2021-03-16,1356659
Wisconsin,,2021-03-17,1373417
Wisconsin,,2021-03-18,1405196
Wisconsin,,2021-03-19,1441789
Wisconsin,,2021-03-20,1488169
Wisconsin,,2021-03-21,1542799
Wisconsin,,2021-03-22,1570598
Wisconsin,,2021-03-23,1584076
Wisconsin,,2021-03-24,1605873
Wisconsin,,2021-03-25,1647536
Wisconsin,,2021-03-26,1701809
Wisconsin,,2021-03-27,1752800
Wisconsin,,2021-03-28,1794367
Wisconsin,,2021-03-29,1819527
Wisconsin,,2021-03-30,1829412
Wisconsin,,2021-03-31,1850625
Wisconsin,,2021-04-01,1890610
Wisconsin,,2021-04-02,1938854
Wisconsin,,2021-04-03,1990383
Wisconsin,,2021-04-04,2031543
Wyoming,,2021-01-12,13577
Wyoming,,2021-01-13,14406
Wyoming,,2021-01-14,17310
Wyoming,,2021-01-15,19931
Wyoming,,2021-01-19,24788
Wyoming,,2021-01-20,25841
Wyoming,,2021-01-21,25841
Wyoming,,2021-01-22,29993
Wyoming,,2021-01-23,32746
Wyoming,,2021-01-24,35868
Wyoming,,2021-01-25,36215
Wyoming,,2021-01-26,36398
Wyoming,,2021-01-27,37963
Wyoming,,2021-01-28,37963
Wyoming,,2021-01-29,41441
Wyoming,,2021-01-30,41441
Wyoming,,2021-01-31,47639
Wyoming,,2021-02-01,48155
Wyoming,,2021-02-02,48255
Wyoming,,2021-02-03,49361
Wyoming,,2021-02-04,49361
Wyoming,,2021-02-05,53630
Wyoming,,2021-02-06,56076
Wyoming,,2021-02-07,56076
Wyoming,,2021-02-08,58775
Wyoming,,2021-02-09,58775
Wyoming,,2021-02-10,61170
Wyoming,,2021-02-11,61170
Wyoming,,2021-02-12,65857
Wyoming,,2021-02-13,65857
Wyoming,,2021-02-14,71653
Wyoming,,2021-02-16,72339
Wyoming,,2021-02-17,72339
Wyoming,,2021-02-18,74983
Wyoming,,2021-02-19,87289
Wyoming,,2021-02-20,89346
Wyoming,,2021-02-21,89605
Wyoming,,2021-02-22,90847
Wyoming,,2021-02-23,91063
Wyoming,,2021-02-24,91162
Wyoming,,2021-02-25,93220
Wyoming,,2021-02-26,95024
Wyoming,,2021-02-27,97414
Wyoming,,2021-02-28,99849
Wyoming,,2021-03-01,99880
Wyoming,,2021-03-02,99916
Wyoming,,2021-03-03,103398
Wyoming,,2021-03-04,103497
Wyoming,,2021-03-05,104955
Wyoming,,2021-03-06,110594
Wyoming,,2021-03-07,110971
Wyoming,,2021-03-08,114824
Wyoming,,2021-03-09,115046
Wyoming,,2021-03-10,116799
Wyoming,,2021-03-11,116948
Wyoming,,2021-03-12,121792
Wyoming,,2021-03-13,125878
Wyoming,,2021-03-14,129196
Wyoming,,2021-03-15,129287
Wyoming,,2021-03-16,130020
Wyoming,,2021-03-17,130099
Wyoming,,2021-03-18,130178
Wyoming,,2021-03-19,134295
Wyoming,,2021-03-20,134422
Wyoming,,2021-03-21,134703
Wyoming,,2021-03-22,134800
Wyoming,,2021-03-23,142012
Wyoming,,2021-03-24,142147
Wyoming,,2021-03-25,146634
Wyoming,,2021-03-26,146888
Wyoming,,2021-03-27,147098
Wyoming,,2021-03-28,147413
Wyoming,,2021-03-29,156608
Wyoming,,2021-03-30,156638
Wyoming,,2021-03-31,156910
Wyoming,,2021-04-01,161055
Wyoming,,2021-04-02,161277
Wyoming,,2021-04-03,161571
Wyoming,,2021-04-04,168129
